"","acs_col","var_name","universe_col","pretty_name_count","pretty_name_proportion","acs_variable_name_to_interpolate_by_sum_boolean_mapping","year"
"185","B17001_001","total_poverty_determined","","Total population, poverty status is determined (count)","",TRUE,"2010"
"186","B17001_002","below_pov","B17001_001","Residents with income in the past 12 months below poverty level (Count)","Percent of residents with income in the past 12 months below poverty level (Proportion of all Residents for whom poverty status is determined)",TRUE,"2010"
"187","B17012_001","households","","Total number of households, poverty status determined","",TRUE,"2010"
"188","B17012_002","households_in_poverty","B17012_001","Households in poverty (count)","Percent of households in poverty (proportion of all households)",TRUE,"2010"
"189","B17023_001","total_pop_poverty","","Total population of families, poverty status is determined (count)","",TRUE,"2010"
"190","B17023_002","fam_below_poverty","B17023_001","Families below the povery level (count)","Percent of families below the povery level (proportion of all families)",TRUE,"2010"
"191","B19001_001","households_income_determined","","Total housedholds, income determined","",TRUE,"2010"
"192","B19001_002","hhincome_less_than_10k","B19001_001","Households with income of less than 10,000 (count)","",TRUE,"2010"
"193","B19001_003","household_income_10_14k","B19001_001","Households earning $10,000 to 14,999 (count)","Percent of households earning $10,000 to $14,999 (proportion of all housedholds)",TRUE,"2010"
"194","B19001_004","household_income_15_19k","B19001_001","Households earning $15,000 to 19,999 (count)","Percent of households earning $15,000 to $19,999 (proportion of all households)",TRUE,"2010"
"195","B19001_005","household_income_20_24k","B19001_001","Households earning $20,000 to 24,999 (count)","Percent of households earning $20,000 to $24,999 (proportion of all households)",TRUE,"2010"
"196","B19001_006","household_income_25_29k","B19001_001","Households earning $25,000 to $29,999 (count)","Percent of households earning $25,000 to $29,999 (proportion of all households)",TRUE,"2010"
"197","B19001_011","hhincome_50k_to_59k","B19001_001","Households with income of 50,000 to 59,999 (count)","Percent of households earning $50,000 to 59,999 (proportion of all households)",TRUE,"2010"
"198","B19001_012","hhincome_60k_to_74k","B19001_001","Households with income of 60,000 to 74,999 (count)","Percent of households earning $60,000 to 74,999 (proportion of all households)",TRUE,"2010"
"199","B19001_013","hhincome_75k_to_99k","B19001_001","Households with income of 75,000 to 99,999 (count)","Percent of households earning $75,000 to $99,999 (proportion of all households)",TRUE,"2010"
"200","B19001_014","hhincome_100k_to_124k","B19001_001","Households with income of 100,000 to 124,999 (count)","Percent of households earning $100,000 to 124,999 (proportion of all households)",TRUE,"2010"
"201","B19001_015","hhincome_125k_to_149k","B19001_001","Households with income of 125,000 to 149,999(count)","Percent of households earning $125,000 to 149,999 (proportion all households)",TRUE,"2010"
"202","B19001_016","hhincome_150k_to_199k","B19001_001","Households with income of 150,000 to 199,999 (count)","Percent of households earning $150,000 to 199,999 (proportion of all households)",TRUE,"2010"
"203","B19001_017","hhincome_200k_or_more","B19001_001","Households with income of 200,000 or more (count)","Percent of households earning $200,000 (proportion of all households)",TRUE,"2010"
"204","B19013_001","med_hincome","","Median Household Income (dollars)","",FALSE,"2010"
"205","B19054_001","total_receive_idr","","Total population, receipt of interest, dividends, or net rental income is determined (count)","",TRUE,"2010"
"206","B19054_002","receive_idr","B19054_001","Households receiving dividends, interest, or rental income (count)","Percent of households receiving dividends, interest, or rental income (Proportion of all households)",TRUE,"2010"
"207","B19058_001","total_public_asst","","Total population, public assistance status is determined","",TRUE,"2010"
"208","B19058_002","public_asst","B19058_001","Households receiving public assistance (count)","Percent of households receiving public assistance (proportion of all households)",TRUE,"2010"
"209","B19301_001","per_capita_income","","Mean per capita income","",FALSE,"2010"
"210","B25001_001","housing_units","","Housing units (count)","",TRUE,"2010"
"211","B25002_001","total_housing_units_occ","","Housing units (count)","",TRUE,"2010"
"212","B25002_003","vacant_units","B25002_001","Housing units that are vacant","Percent of housing units that are vacant (proportion of all housing units)",TRUE,"2010"
"213","B25003_001","occupied_units","B25002_001","Housing units that are occupied (count)","Percent of housing units that are occupied (Proportion of all housing units)",TRUE,"2010"
"214","B25003_002","owner_occupied_units","B25003_001","Housing units that are owner-occupied (count)","Percent of housing units that are owner-occupied (proportion of all occupied housing units)",TRUE,"2010"
"215","B25014_001","total_occupied_housing_units_room","","Occupied housing units, rooms determined (count)","",TRUE,"2010"
"216","B25014_002","total_owner_occ_housing_units_rooms","B25014_001","Owner occupied housing unit, rooms determined (count)","Percent of owner occupied housing, rooms determined (proportion of all occupied housing, rooms determined)",TRUE,"2010"
"217","B25014_005","owner_1.01_to_1.5_per_room","B25014_002","Owner-occupied households with 1.01 to 1.5 people per room (count)","Percent of owner-occupied households with 1.01 to 1.5 people per room (proportion of all owner-occupied housing that is currently occuped)",TRUE,"2010"
"218","B25014_006","owner_1.51_to_2.0_per_room","B25014_002","Owner-occupied households with 1.51 to 2.0 people per room (count)","Percent of owner-occupied households with 1.51 to 2.0 people per room (proportion of owner-occupied housing)",TRUE,"2010"
"219","B25014_007","owner_2.01_or_more_per_room","B25014_002","Owner occupied households with 2.01 or more people per room (count)","Percent of owner occupied households with 2.01 or more people per room (proportion of all owner-occupied housing)",TRUE,"2010"
"220","B25014_008","total_renter_occ_units_rooms","","Total renter occupied units, rooms determined (count)","",TRUE,"2010"
"221","B25014_011","renter_1.01_to_1.5_per_room","B25014_008","Renter-occuped households with 1.01 to 1.5 people per room (count)","Percent of renter-occuped households with 1.01 to 1.5 people per room (Proportion of all renter-occupied housing)",TRUE,"2010"
"222","B25014_012","renter_1.51_to_2.0_per_room","B25014_008","Renter-occupied households with 1.51 to 2.0 people per room (count)","Percent of renter-occupied households with 1.51 to 2.0 people per room (proportion of all renter-occupied housing)",TRUE,"2010"
"223","B25014_013","renter_2.01_or_more_per_room","B25014_008","Renter-occupied ouseholds with 2.01 or more people per room (count)","Renter-occupied households with 2.01 or more people per room (proportion of all renter-occupied housing)",TRUE,"2010"
"224","B25016_001","total_occupied_housing_units_plumb","","Occupied housing units, plumbing determined (count)","",TRUE,"2010"
"225","B25016_007","no_comp_plumb_owner","B25016_001","Owner-occupied households without complete plumbing (count)","Percent of owner-occupied households without complete plumbing  (proportion of all households)",TRUE,"2010"
"226","B25016_016","no_comp_plumb_renter","B25016_001","Renter-occupied households without complete plumbing (count)","Percent of renter-occupied households without complete plumbing (proportion of all households)",TRUE,"2010"
"227","B25024_001","total_housing_units_count_in_structure","","Housing units, units in strutcure determined (count)","",TRUE,"2010"
"228","B25024_007","units_10_to_19","B25024_001","Total housing structures with 10 to 19 units (count)","Percent of total housing structures with 10 to 19 units (proportion of all housing strutcures)",TRUE,"2010"
"229","B25024_008","units_20_to_49","B25024_001","Total housing structures with 20 to 49 units (count)","Percent of total housing structures with 20 to 49 units (proportion of all housing strutcures)",TRUE,"2010"
"230","B25024_009","units_50_ormore","B25024_001","Total housing structures with 50 or more units (count)","Percent of total housing sof tructures with 50 or more units (proportion of all housing strutcures)",TRUE,"2010"
"231","B25024_010","mobile_homes","B25024_001","Total mobile homes (count)","Percent of mobile homes (proportion of all housing structures)",TRUE,"2010"
"232","B25038_002","owner_occ_tenure","","Owner occupied housing, tenure determined","",TRUE,"2010"
"233","B25038_007","owner_occ_moved_in_1999_to_1990","B25038_002","Owner occupied households who moved in 1990 to 1999 (count)","Percent of owner occupied households who moved in 1990 to 1999 (proportion of all owner occupied housing)",TRUE,"2010"
"234","B25038_008","owner_occ_moved_in_1989_earlier","B25038_002","Owner occupied households who moved in 1989 or earlier (count)","Percent of owner occupied households who moved in 1989 or earlier (proportion of all owner occupied housing)",TRUE,"2010"
"235","B25038_009","renter_occ_tenure","","Renter occupied households, tenure determined","",TRUE,"2010"
"236","B25038_014","renter_occ_moved_in_1999_to_1990","B25038_009","Renter occupied households who moved in 1990 to 1999 (count)","Percent of renter occupied households who moved in 1990 to 1999 (proportion of all renter occupied housing",TRUE,"2010"
"237","B25038_015","renter_occ_moved_in_1989_earlier","B25038_009","Renter occupied households who moved in 1989 or earlier (count)","Percent of renter occupied households who moved in 1989 or earlier (proportion of all renter ocuppied households)",TRUE,"2010"
"238","B25043_001","total_occupied_housing_units_tele","","Occupied housing units, telephone determined (count)","",TRUE,"2010"
"239","B25043_002","total_owner_occupied_housing_tele","B25043_001","Owner occupied housing units, telephone determined (count)","Percent of owner occupied housing units, telephone determined (proportion of all occupied housing units, tenure determined)",TRUE,"2010"
"240","B25043_007","no_phone_owner","B25043_002","Owner occupied households without a telephone (count)","Percent of households without a telephone (proportion of all households)",TRUE,"2010"
"241","B25043_011","renter_occupied","B25003_001","Renter-occupied households (count)","Percent of housing units that are renter-occupied (percent of all housing units)",TRUE,"2010"
